date,state,cases_import,cases_new,cases_recovered
2020-06-23,Pulau Pinang,0,0,0
2020-06-23,Sabah,0,2,0
2020-06-23,Sarawak,0,0,0
2020-06-23,Selangor,0,0,3
2020-06-23,Terengganu,0,0,0
2020-06-23,W.P. Kuala Lumpur,0,0,4
2020-06-23,W.P. Labuan,0,0,0
2020-06-23,W.P. Putrajaya,0,0,0
2020-06-24,Johor,0,0,1
2020-06-24,Kedah,0,0,0
2020-06-24,Kelantan,0,0,0
2020-06-24,Melaka,0,0,3
2020-06-24,Negeri Sembilan,0,0,21
2020-06-24,Pahang,0,0,0
2020-06-24,Perak,0,0,0
2020-06-24,Perlis,0,0,0
2020-06-24,Pulau Pinang,0,0,0
2020-06-24,Sabah,0,0,0
2020-06-24,Sarawak,0,1,0
2020-06-24,Selangor,2,5,5
2020-06-24,Terengganu,0,0,0
2020-06-24,W.P. Kuala Lumpur,0,0,14
2020-06-24,W.P. Labuan,0,0,0
2020-06-24,W.P. Putrajaya,0,0,1
2020-06-25,Johor,0,1,0
2020-06-25,Kedah,0,0,0
2020-06-25,Kelantan,1,1,0
2020-06-25,Melaka,0,0,4
2020-06-25,Negeri Sembilan,0,0,18
2020-06-25,Pahang,0,0,2
2020-06-25,Perak,0,0,1
2020-06-25,Perlis,0,0,0
2020-06-25,Pulau Pinang,0,0,0
2020-06-25,Sabah,0,0,0
2020-06-25,Sarawak,0,0,2
2020-06-25,Selangor,2,2,4
2020-06-25,Terengganu,0,0,0
2020-06-25,W.P. Kuala Lumpur,0,0,9
2020-06-25,W.P. Labuan,0,0,0
2020-06-25,W.P. Putrajaya,0,0,0
2020-06-26,Johor,2,2,0
2020-06-26,Kedah,1,1,0
2020-06-26,Kelantan,0,0,0
2020-06-26,Melaka,0,0,3
2020-06-26,Negeri Sembilan,0,0,14
2020-06-26,Pahang,0,0,0
2020-06-26,Perak,0,0,0
2020-06-26,Perlis,0,0,0
2020-06-26,Pulau Pinang,0,0,0
2020-06-26,Sabah,0,0,1
2020-06-26,Sarawak,0,0,0
2020-06-26,Selangor,2,2,5
2020-06-26,Terengganu,0,0,0
2020-06-26,W.P. Kuala Lumpur,0,1,0
2020-06-26,W.P. Labuan,0,0,0
2020-06-26,W.P. Putrajaya,0,0,0
2020-06-27,Johor,0,0,1
2020-06-27,Kedah,0,0,0
2020-06-27,Kelantan,0,0,0
2020-06-27,Melaka,0,0,1
2020-06-27,Negeri Sembilan,0,1,5
2020-06-27,Pahang,0,0,0
2020-06-27,Perak,0,0,0
2020-06-27,Perlis,0,0,0
2020-06-27,Pulau Pinang,0,0,0
2020-06-27,Sabah,1,2,0
2020-06-27,Sarawak,0,0,0
2020-06-27,Selangor,2,3,6
2020-06-27,Terengganu,0,0,0
2020-06-27,W.P. Kuala Lumpur,1,4,1
2020-06-27,W.P. Labuan,0,0,0
2020-06-27,W.P. Putrajaya,0,0,0
2020-06-28,Johor,0,0,1
2020-06-28,Kedah,0,0,0
2020-06-28,Kelantan,0,0,0
2020-06-28,Melaka,0,0,1
2020-06-28,Negeri Sembilan,0,9,6
2020-06-28,Pahang,0,0,0
2020-06-28,Perak,0,0,0
2020-06-28,Perlis,0,0,0
2020-06-28,Pulau Pinang,0,0,0
2020-06-28,Sabah,0,2,1
2020-06-28,Sarawak,1,1,0
2020-06-28,Selangor,3,5,0
2020-06-28,Terengganu,0,0,0
2020-06-28,W.P. Kuala Lumpur,0,1,1
2020-06-28,W.P. Labuan,0,0,0
2020-06-28,W.P. Putrajaya,0,0,0
2020-06-29,Johor,0,0,1
2020-06-29,Kedah,0,0,0
2020-06-29,Kelantan,0,0,0
2020-06-29,Melaka,0,0,3
2020-06-29,Negeri Sembilan,0,0,8
2020-06-29,Pahang,0,0,0
2020-06-29,Perak,0,0,1
2020-06-29,Perlis,0,0,0
2020-06-29,Pulau Pinang,0,0,0
2020-06-29,Sabah,0,1,0
2020-06-29,Sarawak,0,0,0
2020-06-29,Selangor,1,2,1
2020-06-29,Terengganu,0,0,0
2020-06-29,W.P. Kuala Lumpur,0,0,2
2020-06-29,W.P. Labuan,0,0,0
2020-06-29,W.P. Putrajaya,0,0,0
2020-06-30,Johor,0,0,0
2020-06-30,Kedah,0,0,0
2020-06-30,Kelantan,0,0,0
2020-06-30,Melaka,0,0,1
2020-06-30,Negeri Sembilan,0,0,6
2020-06-30,Pahang,0,0,0
2020-06-30,Perak,0,0,0
2020-06-30,Perlis,0,0,0
2020-06-30,Pulau Pinang,0,0,0
2020-06-30,Sabah,0,1,2
2020-06-30,Sarawak,0,0,1
2020-06-30,Selangor,1,1,4
2020-06-30,Terengganu,0,0,0
2020-06-30,W.P. Kuala Lumpur,0,0,6
2020-06-30,W.P. Labuan,0,0,0
2020-06-30,W.P. Putrajaya,0,0,0
2020-07-01,Johor,0,0,0
2020-07-01,Kedah,0,0,1
2020-07-01,Kelantan,0,0,1
2020-07-01,Melaka,0,0,1
2020-07-01,Negeri Sembilan,0,0,0
2020-07-01,Pahang,0,0,0
2020-07-01,Perak,0,0,0
2020-07-01,Perlis,0,0,0
2020-07-01,Pulau Pinang,0,0,0
2020-07-01,Sabah,0,0,2
2020-07-01,Sarawak,0,0,6
2020-07-01,Selangor,1,1,10
2020-07-01,Terengganu,0,0,0
2020-07-01,W.P. Kuala Lumpur,0,0,0
2020-07-01,W.P. Labuan,0,0,0
2020-07-01,W.P. Putrajaya,0,0,0
2020-07-02,Johor,1,1,5
2020-07-02,Kedah,0,0,0
2020-07-02,Kelantan,0,0,0
2020-07-02,Melaka,0,0,0
2020-07-02,Negeri Sembilan,0,0,13
2020-07-02,Pahang,0,0,0
2020-07-02,Perak,0,0,0
2020-07-02,Perlis,0,0,0
2020-07-02,Pulau Pinang,0,0,0
2020-07-02,Sabah,0,1,0
2020-07-02,Sarawak,0,0,0
2020-07-02,Selangor,0,0,25
2020-07-02,Terengganu,0,0,0
2020-07-02,W.P. Kuala Lumpur,0,1,19
2020-07-02,W.P. Labuan,0,0,0
2020-07-02,W.P. Putrajaya,0,0,0
2020-07-03,Johor,0,0,0
2020-07-03,Kedah,0,0,1
2020-07-03,Kelantan,0,0,0
2020-07-03,Melaka,0,0,3
2020-07-03,Negeri Sembilan,0,0,1
2020-07-03,Pahang,0,0,0
2020-07-03,Perak,0,0,0
2020-07-03,Perlis,0,0,0
2020-07-03,Pulau Pinang,0,0,0
2020-07-03,Sabah,0,2,0
2020-07-03,Sarawak,0,0,1
2020-07-03,Selangor,3,3,2
2020-07-03,Terengganu,0,0,0
2020-07-03,W.P. Kuala Lumpur,0,0,1
2020-07-03,W.P. Labuan,0,0,0
2020-07-03,W.P. Putrajaya,0,0,0
2020-07-04,Johor,0,0,0
2020-07-04,Kedah,0,0,0
2020-07-04,Kelantan,0,0,0
2020-07-04,Melaka,0,0,0
2020-07-04,Negeri Sembilan,0,1,13
2020-07-04,Pahang,0,0,0
2020-07-04,Perak,0,0,0
2020-07-04,Perlis,0,0,0
2020-07-04,Pulau Pinang,0,0,0
2020-07-04,Sabah,0,1,0
2020-07-04,Sarawak,0,0,0
2020-07-04,Selangor,7,7,2
2020-07-04,Terengganu,0,0,0
2020-07-04,W.P. Kuala Lumpur,0,1,0
2020-07-04,W.P. Labuan,0,0,0
2020-07-04,W.P. Putrajaya,0,0,0
2020-07-05,Johor,0,0,0
2020-07-05,Kedah,0,0,1
2020-07-05,Kelantan,0,0,0
2020-07-05,Melaka,0,0,0
2020-07-05,Negeri Sembilan,0,1,2
2020-07-05,Pahang,0,0,0
2020-07-05,Perak,0,0,0
2020-07-05,Perlis,0,0,0
2020-07-05,Pulau Pinang,0,0,0
2020-07-05,Sabah,1,2,0
2020-07-05,Sarawak,0,0,1
2020-07-05,Selangor,2,2,0
2020-07-05,Terengganu,0,0,0
2020-07-05,W.P. Kuala Lumpur,0,0,0
2020-07-05,W.P. Labuan,0,0,0
2020-07-05,W.P. Putrajaya,0,0,0
2020-07-06,Johor,1,1,1
2020-07-06,Kedah,0,0,0
2020-07-06,Kelantan,0,0,0
2020-07-06,Melaka,0,0,1
2020-07-06,Negeri Sembilan,0,0,2
2020-07-06,Pahang,0,0,0
2020-07-06,Perak,0,0,0
2020-07-06,Perlis,0,0,0
2020-07-06,Pulau Pinang,0,0,0
2020-07-06,Sabah,0,0,3
2020-07-06,Sarawak,1,1,3
2020-07-06,Selangor,1,2,1
2020-07-06,Terengganu,0,0,0
2020-07-06,W.P. Kuala Lumpur,0,1,0
2020-07-06,W.P. Labuan,0,0,0
2020-07-06,W.P. Putrajaya,0,0,0
2020-07-07,Johor,1,1,0
2020-07-07,Kedah,0,0,0
2020-07-07,Kelantan,0,0,0
2020-07-07,Melaka,0,0,0
2020-07-07,Negeri Sembilan,0,0,0
2020-07-07,Pahang,0,0,0
2020-07-07,Perak,0,0,0
2020-07-07,Perlis,0,0,0
2020-07-07,Pulau Pinang,0,0,0
2020-07-07,Sabah,0,0,2
2020-07-07,Sarawak,0,0,2
2020-07-07,Selangor,2,3,1
2020-07-07,Terengganu,0,0,0
2020-07-07,W.P. Kuala Lumpur,1,2,0
2020-07-07,W.P. Labuan,0,0,0
2020-07-07,W.P. Putrajaya,0,0,0
2020-07-08,Johor,0,0,2
2020-07-08,Kedah,0,0,0
2020-07-08,Kelantan,0,0,0
2020-07-08,Melaka,0,0,0
2020-07-08,Negeri Sembilan,0,0,0
2020-07-08,Pahang,0,0,0
2020-07-08,Perak,0,0,0
2020-07-08,Perlis,0,0,0
2020-07-08,Pulau Pinang,0,0,0
2020-07-08,Sabah,0,0,1
2020-07-08,Sarawak,1,1,0
2020-07-08,Selangor,1,1,1
2020-07-08,Terengganu,0,0,0
2020-07-08,W.P. Kuala Lumpur,1,1,1
2020-07-08,W.P. Labuan,0,0,0
2020-07-08,W.P. Putrajaya,0,0,0
2020-07-09,Johor,2,2,0
2020-07-09,Kedah,0,0,0
2020-07-09,Kelantan,0,0,0
2020-07-09,Melaka,0,0,0
2020-07-09,Negeri Sembilan,0,0,2
2020-07-09,Pahang,0,0,0
2020-07-09,Perak,0,0,0
2020-07-09,Perlis,0,0,0
2020-07-09,Pulau Pinang,0,0,0
2020-07-09,Sabah,0,0,1
2020-07-09,Sarawak,0,0,0
2020-07-09,Selangor,4,4,10
2020-07-09,Terengganu,0,0,0
2020-07-09,W.P. Kuala Lumpur,0,0,0
2020-07-09,W.P. Labuan,0,0,0
2020-07-09,W.P. Putrajaya,0,0,0
2020-07-10,Johor,1,1,0
2020-07-10,Kedah,1,1,0
2020-07-10,Kelantan,0,0,0
2020-07-10,Melaka,0,0,0
2020-07-10,Negeri Sembilan,0,0,10
2020-07-10,Pahang,0,0,0
2020-07-10,Perak,0,0,0
2020-07-10,Perlis,0,0,0
2020-07-10,Pulau Pinang,0,0,0
2020-07-10,Sabah,0,0,0
2020-07-10,Sarawak,0,2,1
2020-07-10,Selangor,6,6,1
2020-07-10,Terengganu,0,0,0
2020-07-10,W.P. Kuala Lumpur,0,3,0
2020-07-10,W.P. Labuan,0,0,0
2020-07-10,W.P. Putrajaya,0,0,0
2020-07-11,Johor,2,2,0
2020-07-11,Kedah,0,0,0
2020-07-11,Kelantan,0,0,0
2020-07-11,Melaka,0,0,0
2020-07-11,Negeri Sembilan,0,0,0
2020-07-11,Pahang,0,0,0
2020-07-11,Perak,0,0,0
2020-07-11,Perlis,0,0,0
2020-07-11,Pulau Pinang,0,0,0
2020-07-11,Sabah,0,1,3
2020-07-11,Sarawak,1,2,0
2020-07-11,Selangor,1,3,1
2020-07-11,Terengganu,0,0,0
2020-07-11,W.P. Kuala Lumpur,0,0,0
2020-07-11,W.P. Labuan,0,0,0
2020-07-11,W.P. Putrajaya,0,0,0
2020-07-12,Johor,0,0,1
2020-07-12,Kedah,0,0,0
2020-07-12,Kelantan,0,0,0
2020-07-12,Melaka,1,1,0
2020-07-12,Negeri Sembilan,0,0,0
2020-07-12,Pahang,0,0,0
2020-07-12,Perak,0,0,0
2020-07-12,Perlis,0,0,0
2020-07-12,Pulau Pinang,0,0,0
2020-07-12,Sabah,0,1,1
2020-07-12,Sarawak,0,2,0
2020-07-12,Selangor,1,9,2
2020-07-12,Terengganu,0,0,0
2020-07-12,W.P. Kuala Lumpur,0,0,0
2020-07-12,W.P. Labuan,0,0,0
2020-07-12,W.P. Putrajaya,1,1,0
2020-07-13,Johor,0,0,1
2020-07-13,Kedah,1,1,0
2020-07-13,Kelantan,0,0,0
2020-07-13,Melaka,0,1,0
2020-07-13,Negeri Sembilan,0,0,0
2020-07-13,Pahang,0,0,0
2020-07-13,Perak,0,0,0
2020-07-13,Perlis,0,0,0
2020-07-13,Pulau Pinang,0,0,0
2020-07-13,Sabah,0,0,0
2020-07-13,Sarawak,1,1,0
2020-07-13,Selangor,4,4,0
2020-07-13,Terengganu,0,0,0
2020-07-13,W.P. Kuala Lumpur,0,0,0
2020-07-13,W.P. Labuan,0,0,0
2020-07-13,W.P. Putrajaya,0,0,0
2020-07-14,Johor,2,2,0
2020-07-14,Kedah,0,0,0
2020-07-14,Kelantan,0,0,0
2020-07-14,Melaka,0,0,0
2020-07-14,Negeri Sembilan,0,0,0
2020-07-14,Pahang,0,0,0
2020-07-14,Perak,0,0,0
2020-07-14,Perlis,0,0,0
2020-07-14,Pulau Pinang,0,0,0
2020-07-14,Sabah,0,0,1
2020-07-14,Sarawak,0,0,2
2020-07-14,Selangor,1,1,1
2020-07-14,Terengganu,0,0,0
2020-07-14,W.P. Kuala Lumpur,1,1,0
2020-07-14,W.P. Labuan,0,0,0
2020-07-14,W.P. Putrajaya,0,0,0
2020-07-15,Johor,0,0,0
2020-07-15,Kedah,0,0,0
2020-07-15,Kelantan,0,0,0
2020-07-15,Melaka,0,0,0
2020-07-15,Negeri Sembilan,0,0,0
2020-07-15,Pahang,0,0,0
2020-07-15,Perak,0,0,0
2020-07-15,Perlis,0,0,0
2020-07-15,Pulau Pinang,0,0,0
2020-07-15,Sabah,0,0,1
2020-07-15,Sarawak,0,3,0
2020-07-15,Selangor,0,1,1
2020-07-15,Terengganu,0,0,0
2020-07-15,W.P. Kuala Lumpur,1,1,0
2020-07-15,W.P. Labuan,0,0,0
2020-07-15,W.P. Putrajaya,0,0,0
2020-07-16,Johor,0,0,0
2020-07-16,Kedah,0,0,0
2020-07-16,Kelantan,0,0,0
2020-07-16,Melaka,0,0,0
2020-07-16,Negeri Sembilan,0,0,0
2020-07-16,Pahang,0,0,0
2020-07-16,Perak,0,0,0
2020-07-16,Perlis,0,0,0
2020-07-16,Pulau Pinang,0,0,0
2020-07-16,Sabah,0,0,1
2020-07-16,Sarawak,0,1,0
2020-07-16,Selangor,0,0,9
2020-07-16,Terengganu,1,1,0
2020-07-16,W.P. Kuala Lumpur,0,1,2
2020-07-16,W.P. Labuan,0,0,0
2020-07-16,W.P. Putrajaya,0,0,0
2020-07-17,Johor,0,0,2
2020-07-17,Kedah,0,0,0
2020-07-17,Kelantan,0,0,0
2020-07-17,Melaka,0,0,0
2020-07-17,Negeri Sembilan,0,0,1
2020-07-17,Pahang,0,0,0
2020-07-17,Perak,0,0,0
2020-07-17,Perlis,0,0,0
2020-07-17,Pulau Pinang,0,0,0
2020-07-17,Sabah,1,1,0
2020-07-17,Sarawak,6,10,0
2020-07-17,Selangor,3,4,0
2020-07-17,Terengganu,0,2,0
2020-07-17,W.P. Kuala Lumpur,0,1,0
2020-07-17,W.P. Labuan,0,0,0
2020-07-17,W.P. Putrajaya,0,0,0
2020-07-18,Johor,0,0,2
2020-07-18,Kedah,0,0,0
2020-07-18,Kelantan,1,1,0
2020-07-18,Melaka,0,0,0
2020-07-18,Negeri Sembilan,0,0,0
2020-07-18,Pahang,0,0,0
2020-07-18,Perak,0,0,0
2020-07-18,Perlis,0,0,0
2020-07-18,Pulau Pinang,0,0,0
2020-07-18,Sabah,0,0,0
2020-07-18,Sarawak,2,7,0
2020-07-18,Selangor,1,1,2
2020-07-18,Terengganu,0,0,0
2020-07-18,W.P. Kuala Lumpur,0,0,1
2020-07-18,W.P. Labuan,0,0,0
2020-07-18,W.P. Putrajaya,0,0,0
2020-07-19,Johor,0,1,0
2020-07-19,Kedah,0,0,0
2020-07-19,Kelantan,0,0,0
2020-07-19,Melaka,0,0,0
2020-07-19,Negeri Sembilan,0,0,0
2020-07-19,Pahang,0,0,0
2020-07-19,Perak,2,2,0
2020-07-19,Perlis,0,0,0
2020-07-19,Pulau Pinang,0,0,0
2020-07-19,Sabah,0,1,0
2020-07-19,Sarawak,0,6,0
2020-07-19,Selangor,2,4,7
2020-07-19,Terengganu,0,0,0
2020-07-19,W.P. Kuala Lumpur,0,1,0
2020-07-19,W.P. Labuan,0,0,0
2020-07-19,W.P. Putrajaya,0,0,0
2020-07-20,Johor,0,14,0
2020-07-20,Kedah,1,1,0
2020-07-20,Kelantan,0,0,0
2020-07-20,Melaka,0,0,0
2020-07-20,Negeri Sembilan,0,1,0
2020-07-20,Pahang,0,0,0
2020-07-20,Perak,0,0,0
2020-07-20,Perlis,0,0,0
2020-07-20,Pulau Pinang,0,0,0
2020-07-20,Sabah,0,0,0
2020-07-20,Sarawak,1,1,0
2020-07-20,Selangor,4,4,2
2020-07-20,Terengganu,0,0,0
2020-07-20,W.P. Kuala Lumpur,0,0,0
2020-07-20,W.P. Labuan,0,0,0
2020-07-20,W.P. Putrajaya,0,0,0
2020-07-21,Johor,0,0,0
2020-07-21,Kedah,0,0,0
2020-07-21,Kelantan,0,0,0
2020-07-21,Melaka,0,0,0
2020-07-21,Negeri Sembilan,0,0,0
2020-07-21,Pahang,0,0,0
2020-07-21,Perak,0,0,0
2020-07-21,Perlis,0,0,0
2020-07-21,Pulau Pinang,0,0,0
2020-07-21,Sabah,0,1,0
2020-07-21,Sarawak,2,11,2
2020-07-21,Selangor,1,2,3
2020-07-21,Terengganu,0,0,0
2020-07-21,W.P. Kuala Lumpur,1,1,2
2020-07-21,W.P. Labuan,0,0,0
2020-07-21,W.P. Putrajaya,0,0,0
2020-07-22,Johor,1,1,1
2020-07-22,Kedah,0,0,0
2020-07-22,Kelantan,0,0,0
2020-07-22,Melaka,0,0,0
2020-07-22,Negeri Sembilan,0,0,0
2020-07-22,Pahang,0,0,0
2020-07-22,Perak,1,1,0
2020-07-22,Perlis,0,0,0
2020-07-22,Pulau Pinang,0,0,0
2020-07-22,Sabah,0,0,1
2020-07-22,Sarawak,2,9,0
2020-07-22,Selangor,3,3,0
2020-07-22,Terengganu,0,0,0
2020-07-22,W.P. Kuala Lumpur,1,2,2
2020-07-22,W.P. Labuan,0,0,0
2020-07-22,W.P. Putrajaya,0,0,0
2020-07-23,Johor,1,1,0
2020-07-23,Kedah,0,0,0
2020-07-23,Kelantan,0,1,0
2020-07-23,Melaka,0,0,0
2020-07-23,Negeri Sembilan,0,0,0
2020-07-23,Pahang,1,1,0
2020-07-23,Perak,0,0,0
2020-07-23,Perlis,0,0,0
2020-07-23,Pulau Pinang,0,0,0
2020-07-23,Sabah,0,1,0
2020-07-23,Sarawak,0,4,0
2020-07-23,Selangor,0,0,8
2020-07-23,Terengganu,0,0,0
2020-07-23,W.P. Kuala Lumpur,1,1,0
2020-07-23,W.P. Labuan,0,0,0
2020-07-23,W.P. Putrajaya,0,0,0
2020-07-24,Johor,0,2,0
2020-07-24,Kedah,0,0,1
2020-07-24,Kelantan,0,0,0
2020-07-24,Melaka,0,0,0
2020-07-24,Negeri Sembilan,0,0,1
2020-07-24,Pahang,0,3,0
2020-07-24,Perak,1,1,0
2020-07-24,Perlis,0,0,0
2020-07-24,Pulau Pinang,0,0,0
2020-07-24,Sabah,0,0,0
2020-07-24,Sarawak,1,9,0
2020-07-24,Selangor,2,3,1
2020-07-24,Terengganu,0,0,0
2020-07-24,W.P. Kuala Lumpur,1,3,0
2020-07-24,W.P. Labuan,0,0,0
2020-07-24,W.P. Putrajaya,0,0,0
2020-07-25,Johor,4,10,0
2020-07-25,Kedah,0,0,0
2020-07-25,Kelantan,0,0,0
2020-07-25,Melaka,0,0,1
2020-07-25,Negeri Sembilan,0,0,0
2020-07-25,Pahang,0,0,0
2020-07-25,Perak,0,0,0
2020-07-25,Perlis,0,0,0
2020-07-25,Pulau Pinang,0,0,0
2020-07-25,Sabah,0,0,1
2020-07-25,Sarawak,0,8,5
2020-07-25,Selangor,1,3,7
2020-07-25,Terengganu,0,0,0
2020-07-25,W.P. Kuala Lumpur,0,1,2
2020-07-25,W.P. Labuan,1,1,0
2020-07-25,W.P. Putrajaya,0,0,1
2020-07-26,Johor,0,7,0
2020-07-26,Kedah,0,0,0
2020-07-26,Kelantan,1,1,0
2020-07-26,Melaka,0,0,0
2020-07-26,Negeri Sembilan,0,0,0
2020-07-26,Pahang,0,1,0
2020-07-26,Perak,0,0,0
2020-07-26,Perlis,0,0,0
2020-07-26,Pulau Pinang,0,0,0
2020-07-26,Sabah,0,1,0
2020-07-26,Sarawak,0,1,2
2020-07-26,Selangor,0,0,2
2020-07-26,Terengganu,0,0,0
2020-07-26,W.P. Kuala Lumpur,2,2,2
2020-07-26,W.P. Labuan,0,0,0
2020-07-26,W.P. Putrajaya,0,0,0
2020-07-27,Johor,0,0,0
2020-07-27,Kedah,0,0,0
2020-07-27,Kelantan,0,0,0
2020-07-27,Melaka,0,0,0
2020-07-27,Negeri Sembilan,0,0,0
2020-07-27,Pahang,0,0,0
2020-07-27,Perak,0,0,0
2020-07-27,Perlis,0,0,0
2020-07-27,Pulau Pinang,0,0,0
2020-07-27,Sabah,1,4,1
2020-07-27,Sarawak,0,0,0
2020-07-27,Selangor,1,1,0
2020-07-27,Terengganu,0,0,0
2020-07-27,W.P. Kuala Lumpur,2,2,0
2020-07-27,W.P. Labuan,0,0,0
2020-07-27,W.P. Putrajaya,0,0,0
2020-07-28,Johor,0,0,0
2020-07-28,Kedah,1,6,0
2020-07-28,Kelantan,0,0,2
2020-07-28,Melaka,0,0,0
2020-07-28,Negeri Sembilan,0,0,0
2020-07-28,Pahang,0,0,0
2020-07-28,Perak,0,0,0
2020-07-28,Perlis,0,0,0
2020-07-28,Pulau Pinang,0,0,0
2020-07-28,Sabah,1,3,1
2020-07-28,Sarawak,4,25,2
2020-07-28,Selangor,0,0,1
2020-07-28,Terengganu,0,0,0
2020-07-28,W.P. Kuala Lumpur,4,4,0
2020-07-28,W.P. Labuan,1,1,0
2020-07-28,W.P. Putrajaya,0,0,0
2020-07-29,Johor,0,1,0
2020-07-29,Kedah,0,0,0
2020-07-29,Kelantan,0,0,0
2020-07-29,Melaka,0,0,0
2020-07-29,Negeri Sembilan,0,0,0
2020-07-29,Pahang,0,0,0
2020-07-29,Perak,0,0,0
2020-07-29,Perlis,0,1,0
2020-07-29,Pulau Pinang,0,0,0
2020-07-29,Sabah,0,1,0
2020-07-29,Sarawak,0,2,1
2020-07-29,Selangor,2,2,3
2020-07-29,Terengganu,0,0,1
2020-07-29,W.P. Kuala Lumpur,6,6,0
2020-07-29,W.P. Labuan,0,0,0
2020-07-29,W.P. Putrajaya,0,0,0
2020-07-30,Johor,0,1,0
2020-07-30,Kedah,1,1,0
2020-07-30,Kelantan,0,0,0
2020-07-30,Melaka,0,0,0
2020-07-30,Negeri Sembilan,0,0,0
2020-07-30,Pahang,0,0,0
2020-07-30,Perak,0,0,0
2020-07-30,Perlis,0,0,0
2020-07-30,Pulau Pinang,0,0,0
2020-07-30,Sabah,1,4,0
2020-07-30,Sarawak,0,0,1
2020-07-30,Selangor,1,1,3
2020-07-30,Terengganu,0,0,0
2020-07-30,W.P. Kuala Lumpur,0,1,1
2020-07-30,W.P. Labuan,0,0,0
2020-07-30,W.P. Putrajaya,0,0,0
2020-07-31,Johor,1,3,2
2020-07-31,Kedah,0,2,0
2020-07-31,Kelantan,0,0,1
2020-07-31,Melaka,0,0,1
2020-07-31,Negeri Sembilan,0,1,0
2020-07-31,Pahang,0,0,0
2020-07-31,Perak,0,0,0
2020-07-31,Perlis,0,0,0
2020-07-31,Pulau Pinang,0,0,0
2020-07-31,Sabah,0,1,0
2020-07-31,Sarawak,1,1,14
2020-07-31,Selangor,0,1,6
2020-07-31,Terengganu,0,0,2
2020-07-31,W.P. Kuala Lumpur,3,3,1
2020-07-31,W.P. Labuan,0,0,0
2020-07-31,W.P. Putrajaya,0,0,0
2020-08-01,Johor,0,0,0
2020-08-01,Kedah,0,1,0
2020-08-01,Kelantan,0,0,0
2020-08-01,Melaka,0,0,0
2020-08-01,Negeri Sembilan,0,0,0
2020-08-01,Pahang,0,0,0
2020-08-01,Perak,2,2,0
2020-08-01,Perlis,0,0,0
2020-08-01,Pulau Pinang,0,0,0
2020-08-01,Sabah,0,0,0
2020-08-01,Sarawak,0,0,3
2020-08-01,Selangor,5,6,0
2020-08-01,Terengganu,0,0,0
2020-08-01,W.P. Kuala Lumpur,0,0,0
2020-08-01,W.P. Labuan,0,0,0
2020-08-01,W.P. Putrajaya,0,0,0
2020-08-02,Johor,0,0,0
2020-08-02,Kedah,0,11,0
2020-08-02,Kelantan,0,0,0
2020-08-02,Melaka,0,0,0
2020-08-02,Negeri Sembilan,0,0,0
2020-08-02,Pahang,0,0,0
2020-08-02,Perak,0,0,2
2020-08-02,Perlis,0,0,0
2020-08-02,Pulau Pinang,0,0,0
2020-08-02,Sabah,0,2,1
2020-08-02,Sarawak,0,0,9
2020-08-02,Selangor,1,1,2
2020-08-02,Terengganu,0,0,0
2020-08-02,W.P. Kuala Lumpur,0,0,3
2020-08-02,W.P. Labuan,0,0,0
2020-08-02,W.P. Putrajaya,0,0,0
2020-08-03,Johor,0,0,0
2020-08-03,Kedah,0,1,0
2020-08-03,Kelantan,0,0,0
2020-08-03,Melaka,0,0,0
2020-08-03,Negeri Sembilan,0,0,0
2020-08-03,Pahang,0,0,0
2020-08-03,Perak,0,0,0
2020-08-03,Perlis,0,0,0
2020-08-03,Pulau Pinang,0,0,0
2020-08-03,Sabah,0,0,1
2020-08-03,Sarawak,0,0,3
2020-08-03,Selangor,0,0,0
2020-08-03,Terengganu,0,0,0
2020-08-03,W.P. Kuala Lumpur,0,0,0
2020-08-03,W.P. Labuan,0,1,0
2020-08-03,W.P. Putrajaya,0,0,0
2020-08-04,Johor,0,0,3
2020-08-04,Kedah,0,0,0
2020-08-04,Kelantan,0,0,0
2020-08-04,Melaka,0,0,0
2020-08-04,Negeri Sembilan,0,0,1
2020-08-04,Pahang,0,0,0
2020-08-04,Perak,0,0,0
2020-08-04,Perlis,0,1,0
2020-08-04,Pulau Pinang,0,0,0
2020-08-04,Sabah,0,0,0
2020-08-04,Sarawak,0,0,8
2020-08-04,Selangor,0,0,4
2020-08-04,Terengganu,0,0,0
2020-08-04,W.P. Kuala Lumpur,0,0,0
2020-08-04,W.P. Labuan,0,0,0
2020-08-04,W.P. Putrajaya,0,0,0
2020-08-05,Johor,0,1,1
2020-08-05,Kedah,0,3,0
2020-08-05,Kelantan,0,0,0
2020-08-05,Melaka,0,0,0
2020-08-05,Negeri Sembilan,0,0,1
2020-08-05,Pahang,0,0,0
2020-08-05,Perak,0,0,0
2020-08-05,Perlis,0,0,0
2020-08-05,Pulau Pinang,0,0,0
2020-08-05,Sabah,0,2,2
2020-08-05,Sarawak,0,0,12
2020-08-05,Selangor,0,0,1
2020-08-05,Terengganu,0,0,0
2020-08-05,W.P. Kuala Lumpur,15,15,1
2020-08-05,W.P. Labuan,0,0,0
2020-08-05,W.P. Putrajaya,0,0,0
2020-08-06,Johor,0,0,2
2020-08-06,Kedah,0,6,0
2020-08-06,Kelantan,0,0,0
2020-08-06,Melaka,0,0,0
2020-08-06,Negeri Sembilan,0,2,0
2020-08-06,Pahang,0,0,0
2020-08-06,Perak,0,0,1
2020-08-06,Perlis,0,0,0
2020-08-06,Pulau Pinang,0,0,0
