date,state,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used
2020-08-18,Terengganu,23,0,23,12,38,21,0,0,16,0,0,0,27,0
2020-08-18,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,56,0,0,0,48,0
2020-08-18,W.P. Labuan,5,2,7,2,5,2,0,0,3,0,0,0,1,0
2020-08-19,Johor,37,30,67,30,71,46,0,0,30,0,0,0,38,0
2020-08-19,Kedah,33,0,33,17,49,16,4,0,13,1,0,0,39,0
2020-08-19,Kelantan,47,26,73,27,72,21,0,0,43,0,0,0,44,0
2020-08-19,Melaka,52,0,52,12,49,9,0,0,42,0,0,0,30,0
2020-08-19,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,37,0
2020-08-19,Pahang,47,6,53,39,61,19,0,0,29,0,0,0,29,0
2020-08-19,Perak,70,0,70,46,114,48,0,0,53,0,0,0,81,0
2020-08-19,Perlis,13,0,13,4,20,10,0,0,10,0,0,0,14,0
2020-08-19,Pulau Pinang,26,8,34,4,27,11,3,0,12,2,0,0,19,0
2020-08-19,Sabah,66,10,76,60,106,33,0,0,42,0,0,0,82,0
2020-08-19,Sarawak,51,19,70,26,76,79,0,0,54,0,0,0,71,0
2020-08-19,Selangor,42,62,104,104,87,11,0,0,24,0,0,0,13,0
2020-08-19,Terengganu,23,0,23,12,38,21,0,0,19,0,0,0,33,0
2020-08-19,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,56,0,0,0,46,0
2020-08-19,W.P. Labuan,5,2,7,2,5,2,0,0,2,0,0,0,2,0
2020-08-20,Johor,37,30,67,30,71,46,0,0,29,0,0,0,39,0
2020-08-20,Kedah,33,0,33,17,49,16,4,0,13,2,0,0,36,0
2020-08-20,Kelantan,47,26,73,27,72,21,0,0,41,0,0,0,49,0
2020-08-20,Melaka,52,0,52,12,49,9,0,0,43,0,0,0,38,0
2020-08-20,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,35,0
2020-08-20,Pahang,47,6,53,39,61,19,0,0,29,0,0,0,32,0
2020-08-20,Perak,70,0,70,46,114,48,0,0,53,0,0,0,65,0
2020-08-20,Perlis,13,0,13,4,20,10,0,0,9,0,0,0,17,0
2020-08-20,Pulau Pinang,26,8,34,4,27,11,3,0,15,2,0,0,20,0
2020-08-20,Sabah,66,10,76,60,106,33,0,0,40,0,0,0,70,0
2020-08-20,Sarawak,51,19,70,26,76,79,0,0,53,0,0,0,73,0
2020-08-20,Selangor,42,62,104,104,87,11,1,0,26,1,0,0,15,0
2020-08-20,Terengganu,23,0,23,12,38,21,0,0,21,0,0,0,32,0
2020-08-20,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,51,0,0,0,40,0
2020-08-20,W.P. Labuan,5,2,7,2,5,2,0,0,3,0,0,0,3,0
2020-08-21,Johor,37,30,67,30,71,46,0,0,26,0,0,0,38,0
2020-08-21,Kedah,33,0,33,17,49,16,4,0,15,2,0,0,37,0
2020-08-21,Kelantan,47,26,73,27,72,21,0,0,44,0,0,0,55,0
2020-08-21,Melaka,52,0,52,12,49,9,0,0,47,0,0,0,33,0
2020-08-21,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,32,0
2020-08-21,Pahang,47,6,53,39,61,19,0,0,27,0,0,0,33,0
2020-08-21,Perak,70,0,70,46,114,48,0,0,49,0,0,0,63,0
2020-08-21,Perlis,13,0,13,4,20,10,0,0,9,0,0,0,18,0
2020-08-21,Pulau Pinang,26,8,34,4,27,11,3,0,13,2,0,0,23,0
2020-08-21,Sabah,66,10,76,60,106,33,0,0,46,0,0,0,79,0
2020-08-21,Sarawak,51,19,70,26,76,79,0,0,52,0,0,0,73,0
2020-08-21,Selangor,42,62,104,104,87,11,0,0,29,0,0,0,19,0
2020-08-21,Terengganu,23,0,23,12,38,21,0,0,20,0,0,0,31,0
2020-08-21,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,53,0,0,0,39,0
2020-08-21,W.P. Labuan,5,2,7,2,5,2,0,0,4,0,0,0,2,0
2020-08-22,Johor,37,30,67,30,71,46,0,0,28,0,0,0,38,0
2020-08-22,Kedah,33,0,33,17,49,16,5,0,15,2,0,0,39,0
2020-08-22,Kelantan,47,26,73,27,72,21,0,0,45,0,0,0,56,0
2020-08-22,Melaka,52,0,52,12,49,9,0,0,48,0,0,0,40,0
2020-08-22,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,30,0
2020-08-22,Pahang,47,6,53,39,61,19,0,0,29,0,0,0,39,0
2020-08-22,Perak,70,0,70,46,114,48,0,0,51,0,0,0,73,0
2020-08-22,Perlis,13,0,13,4,20,10,0,0,8,0,0,0,18,0
2020-08-22,Pulau Pinang,26,8,34,4,27,11,3,0,11,2,0,0,21,0
2020-08-22,Sabah,66,10,76,60,106,33,0,0,44,0,0,0,60,0
2020-08-22,Sarawak,51,19,70,26,76,79,0,0,51,0,0,0,59,0
2020-08-22,Selangor,42,62,104,104,87,11,0,0,26,0,0,0,14,0
2020-08-22,Terengganu,23,0,23,12,38,21,0,0,18,0,0,0,31,0
2020-08-22,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,54,0,0,0,37,0
2020-08-22,W.P. Labuan,5,2,7,2,5,2,0,0,4,0,0,0,3,0
2020-08-23,Johor,37,30,67,30,71,46,0,0,31,0,0,0,43,0
2020-08-23,Kedah,33,0,33,17,49,16,6,1,13,2,1,0,36,0
2020-08-23,Kelantan,47,26,73,27,72,21,0,0,42,0,0,0,56,0
2020-08-23,Melaka,52,0,52,12,49,9,0,0,52,0,0,0,49,0
2020-08-23,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,33,0
2020-08-23,Pahang,47,6,53,39,61,19,0,0,33,0,0,0,41,0
2020-08-23,Perak,70,0,70,46,114,48,0,0,53,0,0,0,73,0
2020-08-23,Perlis,13,0,13,4,20,10,0,0,10,0,0,0,20,0
2020-08-23,Pulau Pinang,26,8,34,4,27,11,3,0,11,2,0,0,22,0
2020-08-23,Sabah,66,10,76,60,106,33,0,0,42,0,0,0,66,0
2020-08-23,Sarawak,51,19,70,26,76,79,0,0,50,0,0,0,59,0
2020-08-23,Selangor,42,62,104,104,87,11,0,0,30,0,0,0,13,0
2020-08-23,Terengganu,23,0,23,12,38,21,0,0,19,0,0,0,32,0
2020-08-23,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,53,0,0,0,38,0
2020-08-23,W.P. Labuan,5,2,7,2,5,2,0,0,4,0,0,0,4,0
2020-08-24,Johor,37,30,67,30,71,46,0,0,28,0,0,0,42,0
2020-08-24,Kedah,33,0,33,17,49,16,5,0,17,2,0,0,34,0
2020-08-24,Kelantan,47,26,73,27,72,21,0,0,39,0,0,0,50,0
2020-08-24,Melaka,52,0,52,12,49,9,0,0,51,0,0,0,45,0
2020-08-24,Negeri Sembilan,18,0,18,10,45,13,0,0,10,0,0,0,38,0
2020-08-24,Pahang,47,6,53,39,61,19,0,0,28,0,0,0,41,0
2020-08-24,Perak,70,0,70,46,114,48,0,0,51,0,0,0,76,0
2020-08-24,Perlis,13,0,13,4,20,10,0,0,9,0,0,0,18,0
2020-08-24,Pulau Pinang,26,8,34,4,27,11,3,0,11,3,0,0,21,0
2020-08-24,Sabah,66,10,76,60,106,33,0,0,40,0,0,0,63,0
2020-08-24,Sarawak,51,19,70,26,76,79,0,0,51,0,0,0,66,0
2020-08-24,Selangor,42,62,104,104,87,11,0,0,24,0,0,0,16,0
2020-08-24,Terengganu,23,0,23,12,38,21,0,0,19,0,0,0,30,0
2020-08-24,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,56,0,0,0,43,0
2020-08-24,W.P. Labuan,5,2,7,2,5,2,0,0,5,0,0,0,4,0
2020-08-25,Johor,37,30,67,30,71,46,0,0,29,0,0,0,43,0
2020-08-25,Kedah,33,0,33,17,49,16,6,0,13,2,0,0,39,0
2020-08-25,Kelantan,47,26,73,27,72,21,0,0,37,0,0,0,54,0
2020-08-25,Melaka,52,0,52,12,49,9,0,0,52,0,0,0,36,0
2020-08-25,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,32,0
2020-08-25,Pahang,47,6,53,39,61,19,0,0,32,0,0,0,45,0
2020-08-25,Perak,70,0,70,46,114,48,0,0,46,0,0,0,69,0
2020-08-25,Perlis,13,0,13,4,20,10,0,0,9,0,0,0,16,0
2020-08-25,Pulau Pinang,26,8,34,4,27,11,3,0,11,3,0,0,19,0
2020-08-25,Sabah,66,10,76,60,106,33,0,0,42,0,0,0,61,0
2020-08-25,Sarawak,51,19,70,26,76,79,0,0,51,0,0,0,63,0
2020-08-25,Selangor,42,62,104,104,87,11,0,1,26,0,0,0,16,0
2020-08-25,Terengganu,23,0,23,12,38,21,0,0,14,0,0,0,21,0
2020-08-25,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,49,0,0,0,40,0
2020-08-25,W.P. Labuan,5,2,7,2,5,2,0,0,4,0,0,0,3,0
2020-08-26,Johor,37,30,67,30,71,46,0,0,24,0,0,0,32,0
2020-08-26,Kedah,33,0,33,17,49,16,6,0,16,3,0,3,45,0
2020-08-26,Kelantan,47,26,73,27,72,21,0,0,44,0,0,0,44,0
2020-08-26,Melaka,52,0,52,12,49,9,0,0,52,0,0,0,36,0
2020-08-26,Negeri Sembilan,18,0,18,10,45,13,0,0,10,0,0,0,30,0
2020-08-26,Pahang,47,6,53,39,61,19,0,0,28,0,0,0,41,0
2020-08-26,Perak,70,0,70,46,114,48,0,0,53,0,0,0,70,0
2020-08-26,Perlis,13,0,13,4,20,10,0,0,9,0,0,0,17,0
2020-08-26,Pulau Pinang,26,8,34,4,27,11,3,0,12,3,0,0,18,0
2020-08-26,Sabah,66,10,76,60,106,33,0,0,42,0,0,0,58,0
2020-08-26,Sarawak,51,19,70,26,76,79,0,0,54,0,0,0,61,0
2020-08-26,Selangor,42,62,104,104,87,11,0,0,29,0,0,0,17,0
2020-08-26,Terengganu,23,0,23,12,38,21,0,0,15,0,0,0,23,0
2020-08-26,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,53,0,0,0,41,0
2020-08-26,W.P. Labuan,5,2,7,2,5,2,0,0,3,0,0,0,2,0
2020-08-27,Johor,37,30,67,30,71,46,0,0,28,0,0,0,40,0
2020-08-27,Kedah,33,0,33,17,49,16,5,0,13,3,0,0,38,0
2020-08-27,Kelantan,47,26,73,27,72,21,0,0,46,0,0,0,51,0
2020-08-27,Melaka,52,0,52,12,49,9,0,0,30,0,0,0,32,0
2020-08-27,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,28,0
2020-08-27,Pahang,47,6,53,39,61,19,0,0,34,0,0,0,44,0
2020-08-27,Perak,70,0,70,46,114,48,0,0,51,0,0,0,65,0
2020-08-27,Perlis,13,0,13,4,20,10,0,0,10,0,0,0,17,0
2020-08-27,Pulau Pinang,26,8,34,4,27,11,3,0,11,3,0,0,17,0
2020-08-27,Sabah,66,10,76,60,106,33,0,0,37,0,0,0,58,0
2020-08-27,Sarawak,51,19,70,26,76,79,0,0,53,0,0,0,62,0
2020-08-27,Selangor,42,62,104,104,87,11,0,0,29,0,0,0,19,0
2020-08-27,Terengganu,23,0,23,12,38,21,0,0,18,0,0,0,28,0
2020-08-27,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,55,0,0,0,47,0
2020-08-27,W.P. Labuan,5,2,7,2,5,2,0,0,4,0,0,0,3,0
2020-08-28,Johor,37,30,67,30,71,46,0,0,27,0,0,0,42,0
2020-08-28,Kedah,33,0,33,17,49,16,5,0,15,3,0,0,44,0
2020-08-28,Kelantan,47,26,73,27,72,21,0,0,42,0,0,0,41,0
2020-08-28,Melaka,52,0,52,12,49,9,0,0,48,0,0,0,30,0
2020-08-28,Negeri Sembilan,18,0,18,10,45,13,0,0,10,0,0,0,27,0
2020-08-28,Pahang,47,6,53,39,61,19,0,0,26,0,0,0,41,0
2020-08-28,Perak,70,0,70,46,114,48,0,0,53,0,0,0,61,0
2020-08-28,Perlis,13,0,13,4,20,10,0,0,11,0,0,0,16,0
2020-08-28,Pulau Pinang,26,8,34,4,27,11,3,0,12,3,0,0,18,0
2020-08-28,Sabah,66,10,76,60,106,33,0,0,38,0,0,0,44,0
2020-08-28,Sarawak,51,19,70,26,76,79,0,0,55,0,0,0,62,0
2020-08-28,Selangor,42,62,104,104,87,11,0,0,31,0,0,0,20,0
2020-08-28,Terengganu,23,0,23,12,38,21,0,0,18,0,0,0,28,0
2020-08-28,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,57,0,0,0,46,0
2020-08-28,W.P. Labuan,5,2,7,2,5,2,0,0,4,0,0,0,3,0
2020-08-29,Johor,37,30,67,30,71,46,0,0,26,0,0,0,43,0
2020-08-29,Kedah,33,0,33,17,49,16,5,0,15,3,0,0,43,0
2020-08-29,Kelantan,47,26,73,27,72,21,0,0,40,0,0,0,53,0
2020-08-29,Melaka,52,0,52,12,49,9,0,0,44,0,0,0,36,0
2020-08-29,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,26,0
2020-08-29,Pahang,47,6,53,39,61,19,0,0,27,0,0,0,28,0
2020-08-29,Perak,70,0,70,46,114,48,0,0,52,0,0,0,66,0
2020-08-29,Perlis,13,0,13,4,20,10,0,0,11,0,0,0,13,0
2020-08-29,Pulau Pinang,26,8,34,4,27,11,3,0,12,3,0,0,19,0
2020-08-29,Sabah,66,10,76,60,106,33,0,0,35,0,0,0,44,0
2020-08-29,Sarawak,51,19,70,26,76,79,0,0,54,0,0,0,59,0
2020-08-29,Selangor,42,62,104,104,87,11,0,0,28,0,0,0,14,0
2020-08-29,Terengganu,23,0,23,12,38,21,0,0,20,0,0,0,25,0
2020-08-29,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,52,0,0,0,39,0
2020-08-29,W.P. Labuan,5,2,7,2,5,2,0,0,4,0,0,0,3,0
2020-08-30,Johor,37,30,67,30,71,46,0,0,31,0,0,0,47,0
2020-08-30,Kedah,33,0,33,17,49,16,4,0,14,2,0,0,46,0
2020-08-30,Kelantan,47,26,73,27,72,21,0,0,41,0,0,0,43,0
2020-08-30,Melaka,52,0,52,12,49,9,0,0,45,0,0,0,36,0
2020-08-30,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,33,0
2020-08-30,Pahang,47,6,53,39,61,19,0,0,26,0,0,0,29,0
2020-08-30,Perak,70,0,70,46,114,48,0,0,53,0,0,0,71,0
2020-08-30,Perlis,13,0,13,4,20,10,0,0,11,0,0,0,17,0
2020-08-30,Pulau Pinang,26,8,34,4,27,11,3,0,12,3,0,0,21,0
2020-08-30,Sabah,66,10,76,60,106,33,0,0,37,0,0,0,36,0
2020-08-30,Sarawak,51,19,70,26,76,79,0,0,53,0,0,0,67,0
2020-08-30,Selangor,42,62,104,104,87,11,0,0,30,0,0,0,20,0
2020-08-30,Terengganu,23,0,23,12,38,21,0,0,20,0,0,0,27,0
2020-08-30,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,51,0,0,0,36,0
2020-08-30,W.P. Labuan,5,2,7,2,5,2,0,0,3,0,0,0,3,0
2020-08-31,Johor,37,30,67,30,71,46,0,0,31,0,0,0,48,0
2020-08-31,Kedah,33,0,33,17,49,16,3,0,15,1,0,0,44,0
2020-08-31,Kelantan,47,26,73,27,72,21,0,0,37,0,0,0,44,0
2020-08-31,Melaka,52,0,52,12,49,9,0,0,44,0,0,0,31,0
2020-08-31,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,26,0
2020-08-31,Pahang,47,6,53,39,61,19,0,0,25,0,0,0,32,0
2020-08-31,Perak,70,0,70,46,114,48,0,0,56,0,0,0,65,0
2020-08-31,Perlis,13,0,13,4,20,10,0,0,8,0,0,0,13,0
2020-08-31,Pulau Pinang,26,8,34,4,27,11,3,0,12,3,0,0,22,0
2020-08-31,Sabah,66,10,76,60,106,33,0,0,35,0,0,0,41,0
2020-08-31,Sarawak,51,19,70,26,76,79,0,0,52,0,0,0,60,0
2020-08-31,Selangor,42,62,104,104,87,11,0,0,29,0,0,0,20,0
2020-08-31,Terengganu,23,0,23,12,38,21,0,0,20,0,0,0,26,0
2020-08-31,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,51,0,0,0,38,0
2020-08-31,W.P. Labuan,5,2,7,2,5,2,0,0,4,0,0,0,3,0
2020-09-01,Johor,37,30,67,30,71,46,0,0,31,0,0,0,43,0
2020-09-01,Kedah,33,0,33,17,49,16,3,0,11,1,0,0,40,0
2020-09-01,Kelantan,47,26,73,27,72,21,0,0,37,0,0,0,47,0
2020-09-01,Melaka,52,0,52,12,49,9,0,0,52,0,0,0,34,0
2020-09-01,Negeri Sembilan,18,0,18,10,45,13,0,0,8,0,0,0,27,0
2020-09-01,Pahang,47,6,53,39,61,19,0,0,27,0,0,0,33,0
2020-09-01,Perak,70,0,70,46,114,48,0,0,49,0,0,0,68,0
2020-09-01,Perlis,13,0,13,4,20,10,0,0,7,0,0,0,10,0
2020-09-01,Pulau Pinang,26,8,34,4,27,11,2,0,12,2,0,0,23,0
2020-09-01,Sabah,66,10,76,60,106,33,0,0,39,0,0,0,48,0
2020-09-01,Sarawak,51,19,70,26,76,79,0,0,52,0,0,0,60,0
2020-09-01,Selangor,42,62,104,104,87,11,0,0,28,0,0,0,21,0
2020-09-01,Terengganu,23,0,23,12,38,21,0,0,17,0,0,0,26,0
2020-09-01,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,53,0,0,0,41,0
2020-09-01,W.P. Labuan,5,2,7,2,5,2,0,0,3,0,0,0,4,0
2020-09-02,Johor,37,30,67,30,71,46,0,0,31,0,0,0,47,0
2020-09-02,Kedah,33,0,33,17,49,16,2,0,12,1,0,0,37,0
2020-09-02,Kelantan,47,26,73,27,72,21,0,0,43,0,0,0,52,0
2020-09-02,Melaka,52,0,52,12,49,9,0,0,40,0,0,0,29,0
2020-09-02,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,29,0
2020-09-02,Pahang,47,6,53,39,61,19,0,0,27,0,0,0,40,0
2020-09-02,Perak,70,0,70,46,114,48,0,0,52,0,0,0,65,0
2020-09-02,Perlis,13,0,13,4,20,10,0,0,6,0,0,0,11,0
2020-09-02,Pulau Pinang,26,8,34,4,27,11,2,0,13,2,0,0,21,0
2020-09-02,Sabah,66,10,76,60,106,33,0,0,40,0,0,0,51,0
2020-09-02,Sarawak,51,19,70,26,76,79,0,0,51,0,0,0,67,0
2020-09-02,Selangor,42,62,104,104,87,11,0,0,29,0,0,0,17,0
2020-09-02,Terengganu,23,0,23,12,38,21,0,0,17,0,0,0,24,0
2020-09-02,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,55,0,0,0,43,0
2020-09-02,W.P. Labuan,5,2,7,2,5,2,0,0,4,0,0,0,3,0
2020-09-03,Johor,37,30,67,30,71,46,0,0,31,0,0,0,44,0
2020-09-03,Kedah,33,0,33,17,49,16,2,0,11,1,0,0,37,0
2020-09-03,Kelantan,47,26,73,27,72,21,0,0,42,0,0,0,51,0
2020-09-03,Melaka,52,0,52,12,49,9,0,0,46,0,0,0,29,0
2020-09-03,Negeri Sembilan,18,0,18,10,45,13,0,0,10,0,0,0,26,0
2020-09-03,Pahang,47,6,53,39,61,19,0,0,28,0,0,0,36,0
2020-09-03,Perak,70,0,70,46,114,48,0,0,50,0,0,0,67,0
2020-09-03,Perlis,13,0,13,4,20,10,0,0,11,0,0,0,18,0
2020-09-03,Pulau Pinang,26,8,34,4,27,11,2,0,12,2,0,0,18,0
2020-09-03,Sabah,66,10,76,60,106,33,0,0,34,0,0,0,53,0
2020-09-03,Sarawak,51,19,70,26,76,79,0,0,55,0,0,0,78,0
2020-09-03,Selangor,42,62,104,104,87,11,0,0,27,0,0,0,17,0
2020-09-03,Terengganu,23,0,23,12,38,21,0,0,18,0,0,0,27,0
2020-09-03,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,54,0,0,0,42,0
2020-09-03,W.P. Labuan,5,2,7,2,5,2,0,0,3,0,0,0,3,0
2020-09-04,Johor,37,30,67,30,71,46,0,0,29,0,0,0,43,0
2020-09-04,Kedah,33,0,33,17,49,16,2,0,15,1,0,0,40,0
2020-09-04,Kelantan,47,26,73,27,72,21,0,0,40,0,0,0,49,0
2020-09-04,Melaka,52,0,52,12,49,9,0,0,44,0,0,0,26,0
2020-09-04,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,29,0
2020-09-04,Pahang,47,6,53,39,61,19,0,0,32,0,0,0,36,0
2020-09-04,Perak,70,0,70,46,114,48,0,0,48,0,0,0,68,0
2020-09-04,Perlis,13,0,13,4,20,10,0,0,9,0,0,0,16,0
2020-09-04,Pulau Pinang,26,8,34,4,27,11,2,0,11,2,0,0,18,0
2020-09-04,Sabah,66,10,76,60,106,33,0,0,37,0,0,0,61,0
2020-09-04,Sarawak,51,19,70,26,76,79,0,0,56,0,0,0,77,0
2020-09-04,Selangor,42,62,104,104,87,11,0,0,28,0,0,0,13,0
2020-09-04,Terengganu,23,0,23,12,38,21,0,0,18,0,0,0,30,0
2020-09-04,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,55,0,0,0,43,0
2020-09-04,W.P. Labuan,5,2,7,2,5,2,0,0,4,0,0,0,4,0
2020-09-05,Johor,37,30,67,30,71,46,0,0,31,0,0,0,48,0
2020-09-05,Kedah,33,0,33,17,49,16,2,0,14,1,0,0,42,0
2020-09-05,Kelantan,47,26,73,27,72,21,0,0,42,0,0,0,39,0
2020-09-05,Melaka,52,0,52,12,49,9,0,0,43,0,0,0,26,0
2020-09-05,Negeri Sembilan,18,0,18,10,45,13,0,0,8,0,0,0,32,0
2020-09-05,Pahang,47,6,53,39,61,19,0,0,33,0,0,0,38,0
2020-09-05,Perak,70,0,70,46,114,48,0,0,48,0,0,0,76,0
2020-09-05,Perlis,13,0,13,4,20,10,0,0,9,0,0,0,17,0
2020-09-05,Pulau Pinang,26,8,34,4,27,11,2,0,13,2,0,0,21,0
2020-09-05,Sabah,66,10,76,60,106,33,0,2,31,0,2,0,61,0
2020-09-05,Sarawak,51,19,70,26,76,79,0,0,51,0,0,0,74,0
2020-09-05,Selangor,42,62,104,104,87,11,1,0,26,0,0,0,18,0
2020-09-05,Terengganu,23,0,23,12,38,21,0,0,20,0,0,0,35,0
2020-09-05,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,53,0,0,0,48,0
2020-09-05,W.P. Labuan,5,2,7,2,5,2,0,0,5,0,0,0,4,0
2020-09-06,Johor,37,30,67,30,71,46,0,0,30,0,0,0,48,0
2020-09-06,Kedah,33,0,33,17,49,16,2,0,15,1,0,0,46,0
2020-09-06,Kelantan,47,26,73,27,72,21,0,0,44,0,0,0,42,0
2020-09-06,Melaka,52,0,52,12,49,9,0,0,48,0,0,0,33,0
2020-09-06,Negeri Sembilan,18,0,18,10,45,13,0,0,8,0,0,0,40,0
2020-09-06,Pahang,47,6,53,39,61,19,0,0,33,0,0,0,41,0
2020-09-06,Perak,70,0,70,46,114,48,0,0,53,0,0,0,79,0
2020-09-06,Perlis,13,0,13,4,20,10,0,0,10,0,0,0,19,0
2020-09-06,Pulau Pinang,26,8,34,4,27,11,3,0,14,2,0,0,28,0
2020-09-06,Sabah,66,10,76,60,106,33,1,3,36,0,3,0,63,0
2020-09-06,Sarawak,51,19,70,26,76,79,0,0,54,0,0,0,75,0
2020-09-06,Selangor,42,62,104,104,87,11,0,0,28,0,0,0,16,0
2020-09-06,Terengganu,23,0,23,12,38,21,0,0,20,0,0,0,32,0
2020-09-06,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,49,0,0,0,43,0
2020-09-06,W.P. Labuan,5,2,7,2,5,2,0,0,5,0,0,0,3,0
2020-09-07,Johor,37,30,67,30,71,46,0,0,30,0,0,0,49,0
2020-09-07,Kedah,33,0,33,17,49,16,2,0,13,1,0,0,44,0
2020-09-07,Kelantan,47,26,73,27,72,21,0,0,45,0,0,0,45,0
2020-09-07,Melaka,52,0,52,12,49,9,0,0,46,0,0,0,36,0
2020-09-07,Negeri Sembilan,18,0,18,10,45,13,0,0,10,0,0,0,38,0
2020-09-07,Pahang,47,6,53,39,61,19,0,0,32,0,0,0,45,0
2020-09-07,Perak,70,0,70,46,114,48,0,0,52,0,0,0,71,0
2020-09-07,Perlis,13,0,13,4,20,10,0,0,10,0,0,0,19,0
2020-09-07,Pulau Pinang,26,8,34,4,27,11,3,0,14,3,0,0,24,0
2020-09-07,Sabah,66,10,76,60,106,33,1,3,33,0,3,0,65,0
2020-09-07,Sarawak,51,19,70,26,76,79,0,0,55,0,0,0,76,0
2020-09-07,Selangor,42,62,104,104,87,11,0,0,26,0,0,0,13,0
2020-09-07,Terengganu,23,0,23,12,38,21,0,0,19,0,0,0,29,0
2020-09-07,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,56,0,0,0,46,0
2020-09-07,W.P. Labuan,5,2,7,2,5,2,0,0,5,0,0,0,3,0
2020-09-08,Johor,37,30,67,30,71,46,0,0,30,0,0,0,45,0
2020-09-08,Kedah,33,0,33,17,49,16,2,0,13,1,0,0,49,0
2020-09-08,Kelantan,47,26,73,27,72,21,0,0,42,0,0,0,46,0
2020-09-08,Melaka,52,0,52,12,49,9,0,0,47,0,0,0,41,0
2020-09-08,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,31,0
2020-09-08,Pahang,47,6,53,39,61,19,0,0,32,0,0,0,44,0
2020-09-08,Perak,70,0,70,46,114,48,0,0,51,0,0,0,69,0
2020-09-08,Perlis,13,0,13,4,20,10,0,0,8,0,0,0,16,0
2020-09-08,Pulau Pinang,26,8,34,4,27,11,3,0,13,3,0,0,21,0
2020-09-08,Sabah,66,10,76,60,106,33,2,2,36,0,2,0,69,0
2020-09-08,Sarawak,51,19,70,26,76,79,0,0,57,0,0,0,75,0
2020-09-08,Selangor,42,62,104,104,87,11,0,0,27,0,0,0,16,0
2020-09-08,Terengganu,23,0,23,12,38,21,0,0,18,0,0,0,30,0
2020-09-08,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,55,0,0,0,45,0
2020-09-08,W.P. Labuan,5,2,7,2,5,2,0,0,4,0,0,0,3,0
2020-09-09,Johor,37,30,67,30,71,46,0,0,32,0,0,0,48,0
2020-09-09,Kedah,33,0,33,17,49,16,2,0,12,1,0,0,49,0
2020-09-09,Kelantan,47,26,73,27,72,21,0,0,45,0,0,0,54,0
2020-09-09,Melaka,52,0,52,12,49,9,0,0,48,0,0,0,28,0
2020-09-09,Negeri Sembilan,18,0,18,10,45,13,0,0,9,0,0,0,24,0
2020-09-09,Pahang,47,6,53,39,61,19,0,0,31,0,0,0,41,0
2020-09-09,Perak,70,0,70,46,114,48,0,0,52,0,0,0,75,0
2020-09-09,Perlis,13,0,13,4,20,10,0,0,10,0,0,0,20,0
2020-09-09,Pulau Pinang,26,8,34,4,27,11,3,0,13,3,0,0,22,0
2020-09-09,Sabah,66,10,76,60,106,33,2,0,35,0,0,0,65,0
2020-09-09,Sarawak,51,19,70,26,76,79,0,0,54,0,0,0,74,0
2020-09-09,Selangor,42,62,104,104,87,11,0,0,32,0,0,0,14,0
2020-09-09,Terengganu,23,0,23,12,38,21,0,0,18,0,0,0,30,0
2020-09-09,W.P. Kuala Lumpur,64,73,137,38,176,29,0,0,52,0,0,0,44,0
2020-09-09,W.P. Labuan,5,2,7,2,5,2,0,0,2,0,0,0,2,0
2020-09-10,Johor,37,30,67,30,71,46,0,0,32,0,0,0,48,0
